variable,estimate,se,tvalue,pvalue,ci_low,ci_high,name_short,EJ_category,name_long,tool
no_car_pct,0.111535348376334,0.00113967409293445,97.8660031563504,0,0.109301628200069,0.113769068552603,No Vehicle,Vulnerable Population,No Vehicle ,DOE
no_internet_pct,0.0756999962330233,0.00133692363446741,56.6225282292808,0,0.073079674059384,0.0783203184066594,No Internet,Vulnerable Population,Internet Access ,DOE
nongrid_heat_pct,0.0665572749986878,0.000923930281827913,72.0371182845206,0,0.0647464049220788,0.0683681450753002,Heating Fuel,Energy Burden,Non-grid-connected heating fuel,DOE
over64_pct,0.0763208214823347,0.000969336075730298,78.7351501643376,0,0.07442095768499,0.0782206852796855,Population over 64,Vulnerable Population,Population 65 and older ,DOE
over_30min_commute_pct,0.0703612189223451,0.000900932988389996,78.0981713724164,0,0.0685954227126169,0.0721270151320772,over 30min Commute,Vulnerable Population,>30 min commute ,DOE
renters_pct,0.079464982093744,0.00134526917538138,59.0699493811086,0,0.0768283029604848,0.0821016612270063,Renters,Vulnerable Population,Renters ,DOE
single_parent_pct,0.0881730014242434,0.00100826508591784,87.4502178600958,0,0.0861968381689731,0.0901491646795117,Single Parent,Vulnerable Population,Single Parent ,DOE
unemployed_pct,0.0909684549534258,0.000835099334531506,108.931298579539,0,0.0893316903342271,0.0926052195726192,Unemployment,Vulnerable Population,Unemployed ,DOE
unhoused_pct,0.0824451420927682,0.00103621741682614,79.5635556341945,0,0.0804141932756312,0.0844760909098985,Homelessness,Vulnerable Population,Homelessness ,DOE
uninsured_pct,0.0807319486758392,0.00101829330612425,79.2816256281946,0,0.0787361304701353,0.0827277668815435,No Health Insurance,Vulnerable Population,Uninsured ,DOE
(Intercept),-125.838796047232,0.351196033791316,-358.314969245941,0,-126.527127624977,-125.150464469488,,,,DOT
annllsp,0.0185286195392132,0.00116553641858435,15.8970747235147,8.04658522863625e-57,0.0162442101361202,0.020813028942306,Disaster Damages,Climate and Disaster,Estimated annualized loss due to disasters,DOT
arprtsp,0.0488631919982731,0.0012355040309267,39.5491967449292,0,0.0464416485949052,0.0512847354016451,Airiports,Environmental Burden,Percent of tract within 5 miles of airports,DOT
asthmp,0.0736198655190834,0.00505348646024634,14.5681335248882,5.13131859397643e-48,0.0637152140606498,0.0835245169775344,Asthma,Health Vulnerability,Asthma prevalence,DOT
avghhtp,0.123421817045936,0.0022290522152322,55.3696392585756,0,0.119052954984426,0.127790679107453,Transportation Costs,Transportation Insecurity,Calculated average annual cost of Transportation as percent of household income,DOT
bldprsp,0.0972612522077027,0.00333745187486354,29.1423684458909,8.9506179185949e-186,0.0907199667328305,0.103802537682565,High Blood Pressure,Health Vulnerability,High blood pressure prevalence,DOT
clmnsp,0.0171415752260707,0.00309822037007095,5.53271658519182,3.16251042852171e-08,0.0110691748845694,0.0232139755675719,Abandoned Coal Mines,Environmental Burden,Percent of tract within 1 mile of non-abandoned Coal Mines,DOT
cncrp,0.104997172430048,0.00313184559060357,33.5256542484307,8.69756754899617e-245,0.0988588678673302,0.111135476992766,Cancer,Health Vulnerability,Cancer prevalence,DOT
cncrtxp,0.00653807361039456,0.00147361952020008,4.43674470972458,9.14460201339095e-06,0.00364983242389014,0.00942631479689899,Air Toxics,Environmental Burden,Air toxics cancer risk,DOT
dbtsp,0.152051067786808,0.00403549489128795,37.6784190992447,4.39718656820471e-308,0.144141643140096,0.159960492433534,Diabetes,Health Vulnerability,Diabetes prevalence,DOT
dslpmp,0.0656894485500873,0.00199726478705848,32.8897044476677,9.99331963151295e-236,0.0617748814998664,0.0696040156003081,Diesel PM,Environmental Burden,Diesel particulate matter level in air,DOT
endnqlp,0.00988793972289169,0.00115249934007264,8.57956215599088,9.68330851983182e-18,0.00762908252414166,0.012146796921638,Income Inequality,Social Vulnerability,GINI Index,DOT
ftclrkp,0.223284173230087,0.00248756833056824,89.7600160310299,0,0.218408628893087,0.22815971756707,Climate Risk,Climate and Disaster,Future climate risk sub-component score,DOT
ftltspp,0.0621187349539967,0.00099387026483914,62.5018547708043,0,0.0601707850296087,0.0640666848783879,Traffic Fatalities,Transportation Insecurity,"Traffic Fatalities per 100,000 people",DOT
hghvlrp,0.0872073692022027,0.00144823312496975,60.2163889905669,0,0.0843688844360422,0.0900458539683584,Traffic,Environmental Burden,Percent of tract within 1 mile of high volume roads,DOT
hzrdstp,0.0970263360210626,0.00163840538562502,59.2199811306462,0,0.0938151204731586,0.100237551568961,Hazardous Sites,Environmental Burden,Percent of tract within 1 mile of known hazardous sites,DOT
imprdwp,0.0335425775612144,0.00107160530184265,31.3012426343331,7.80644747649817e-214,0.0314422697639627,0.035642885358466,Impaired Water,Environmental Burden,Percent of tract that intersects with a Watershed containing impaired water(s),DOT
mnmpp,0.413805427251235,0.00226330526349717,182.832353162931,0,0.409369430448758,0.418241424053705,Green Space,Climate and Disaster,Average Percent Land classified as Impervious Surface per Tract,DOT
mntlhlp,0.106878248320338,0.00512537365540284,20.8527720135437,2.53452469912663e-96,0.0968327005484485,0.116923796092228,Poor Mental Health,Health Vulnerability,Poor mental health prevalence,DOT
oznp,-0.0093812294511667,0.00114423685686229,-8.19867791786729,2.46450211402552e-16,-0.0116238924803979,-0.00713856642193195,Ozone,Environmental Burden,Ozone level in the air,DOT
p17yngp,-0.00507949162902246,0.00126994353716883,-3.99977753368982,6.34565763888843e-05,-0.00756853522427025,-0.00259044803377064,Population under 18,Social Vulnerability,Percent of population 17 years or younger,DOT
p65ldrp,0.00967716017150398,0.00174364072479366,5.549973703814,2.86576829441623e-08,0.00625968714893456,0.0130946331940789,Population over 64,Social Vulnerability,Percent of population 65 years or older,DOT
pdsbp,0.0290060259615999,0.00146139076108336,19.8482341164502,1.8177250702576e-87,0.0261417527025398,0.0318702992206599,Disabled Population,Social Vulnerability,Percent of population with a disability,DOT
phbrd7p,0.0888882417242902,0.0015000140064674,59.2582744834671,0,0.0859482682953114,0.091828215153269,Housing Costs,Social Vulnerability,Percent of occupied houses that spend 30% or more of their income on housing with less than 75k income,DOT
phstnrp,0.153170824971203,0.00173218803918907,88.4262109573916,0,0.149775798799939,0.156565851142461,Renters,Social Vulnerability,Percent of total housing units that are renter-occupied,DOT
plmngp,0.0287783299315432,0.00122602403324425,23.4728921711194,1.91314078106251e-121,0.0263753669822064,0.031181292880884,Linguistic Isolation,Social Vulnerability,Percent of population (age 5+) with limited English proficiency,DOT
pm25p,0.0168028853308887,0.00129847820184115,12.9404446736675,2.89632332431693e-38,0.0142579148205722,0.0193478558412099,PM2.5,Environmental Burden,Particulate Matter 2.5 (PM2.5) level in the air,DOT
pmblhmp,0.02343486432665,0.00105553725583108,22.2018353186393,6.82234841764797e-109,0.021366049320883,0.0255036793324171,Mobile Homes,Social Vulnerability,Percent of total housing units that are mobile homes,DOT
pndplmp,0.102816340119174,0.00180580129551301,56.9366853233791,0,0.0992770346167368,0.106355645621612,High School Education,Social Vulnerability,Percent of people age 25+ with less than a high school diploma,DOT
pnmplyp,0.00833971790584681,0.00111989425958681,7.4468797696345,9.64886051647129e-14,0.00614476549056218,0.0105346703211315,Unemployment,Social Vulnerability,Percent of people age 16+ unemployed,DOT
pnnsrdp,0.0312910569243787,0.0014057176063399,22.2598456356052,1.88812803889296e-109,0.0285359010435168,0.0340462128052405,No Health Insurance,Social Vulnerability,Percent of population uninsured,DOT
pnntrnp,0.0762773547602217,0.00164025283298226,46.5034129046656,0,0.0730625182820399,0.0794921912384034,No Internet,Social Vulnerability,Percent of households with no internet subscription,DOT
ppr80hp,0.0452461875384663,0.00135039415048115,33.505911975659,1.67186143244478e-244,0.0425994636385873,0.0478929114383403,Lead Paint,Environmental Burden,Percent of houses built before 1980,DOT
ppvrtyp,0.147862892647133,0.00235614029116746,62.7564042775515,0,0.143244942533926,0.15248084276034,Low Income (below 200% FPL),Social Vulnerability,Percent of population with Income below 200% of poverty level,DOT
prtsp,0.0380975394990449,0.00155279405817363,24.5348308093442,1.85418176119267e-132,0.0350541190696198,0.0411409599284701,Ports,Environmental Burden,Percent of tract within 3 miles of ports,DOT
rlwysp,0.0588365382560858,0.00102411809955791,57.4509309829447,0,0.0568293036650355,0.0608437728471329,Railways,Environmental Burden,Percent of tract within 1 mile of railways,DOT
rskmnsp,0.0227904983879876,0.000793713622507536,28.713754862852,1.94806600366601e-180,0.0212348482738356,0.0243461485021396,RMP Sites,Environmental Burden,Percent of tract within 1 mile of known Risk Management Plan Sites,DOT
trnsacp,0.921843377777699,0.00251522637200243,366.505133708421,0,0.916913624675622,0.926773130879802,Transportation Access,Transportation Insecurity,Transportation access sub-component score,DOT
trtdspp,0.0155717777915289,0.00110949606362392,14.035000485416,1.07022379273436e-44,0.0133972054658357,0.0177463501172185,TSD facilities,Environmental Burden,Percent of tract within 1 mile of known Treatment and Disposal Facilities,DOT
txcrlsp,0.0646829539563748,0.001156819022026,55.9144971899685,0,0.0624156303365752,0.0669502775761744,Toxic Release Sites,Environmental Burden,Percent of tract within 1 mile of known Toxics Release sites,DOT
(Intercept),-73.5524666482313,0.987965871022783,-74.4483881534155,0,-75.4888441733904,-71.616089123072,,,,NY State
Age_Over_65,0.0510816821574788,0.00445883866664907,11.4562750474818,1.09524356966292e-29,0.0423425189579725,0.0598208453569869,Population over 64,Health,Population over age 65,NY State
Agricultural_Land_Use,0.120446265565457,0.00857658892961305,14.0436094762083,2.97139918331189e-43,0.103636460153207,0.137256070977701,Agricultural Land,Climate Change Risks,Agricultural Land,NY State
Asian_Percent,0.0735745776985248,0.00379971655203989,19.363175302912,3.44687409121497e-78,0.0661272701050659,0.081021885291983,Asian,Race and Ethnicity,Asian population,NY State
Asthma_ED_Rate,0.0702464473740249,0.00849452067586542,8.2696187406558,2.10815470837485e-16,0.0535974927833988,0.0868954019646497,Asthma,Health,Asthma emergency department visits,NY State
Benzene_Concentration,0.0198379272654347,0.00889672459966217,2.22980120865919,0.0258448487857623,0.00240066746972856,0.0372751870611427,Benzene,Potential Pollution,Benzene air concentration,NY State
Black_African_American_Percent,0.0984581240527045,0.00529626791465568,18.5900950705787,1.4317294749491e-72,0.0880776296875057,0.108838618417905,African American,Race and Ethnicity,Black or African American population,NY State
COPD_ED_Rate,0.0194722939092929,0.00618758146953654,3.14699596363478,0.001668053227986,0.00734485707759493,0.0315997307409926,COPD,Health,COPD emergency department visits,NY State
Coastal_Flooding_Storm_Risk,0.105618786286711,0.00400019139870155,26.4034331759711,1.84308032892749e-136,0.0977785552139885,0.113459017359431,Coastal Flooding,Climate Change Risks,Projected flood risk for coastal areas,NY State
Days_Above_90_Degrees_2050,0.113397256617378,0.00475859495111448,23.8299871668673,8.47920093704017e-114,0.104070581896178,0.122723931338575,Extreme Heat,Climate Change Risks,Projected days above 90 F,NY State
Drive_Time_Healthcare,0.157529985054293,0.00538526809520023,29.252022790601,4.50459457160492e-163,0.146975053540609,0.168084916567978,Access to Healthcare,Climate Change Risks,Driving time to healthcare facility,NY State
English_Proficiency,0.0254813397629928,0.00499549670274223,5.10086209225302,3.62211718061612e-07,0.0156903461407327,0.0352723333852579,Linguistic Isolation,Race and Ethnicity,Limited English proficiency,NY State
Health_Insurance_Rate,0.0651848688516975,0.00393083061420656,16.5829757751734,8.14735524297352e-59,0.0574805824185254,0.0728891552848689,No Health Insurance,Health,Population without health insurance,NY State
Home_Energy_Affordability,0.0710814736925077,0.00530260059195008,13.4050212645503,1.10428602396646e-39,0.0606885675078857,0.0814743798771293,Energy Burden,Housing Mobility & Communications,Energy affordability,NY State
Homes_Built_Before_1960,0.0507786461334918,0.00394397733599904,12.8749842627149,7.89668722405606e-37,0.0430485925990915,0.0585086996678913,Lead Paint,Housing Mobility & Communications,Homes built before 1960,NY State
Household_Single_Parent,0.0461226297310503,0.00413901604087425,11.1433802806206,3.27437032614587e-28,0.0380103073595041,0.054234952102596,Single Parent,Income,Single parent households,NY State
Households_Disabled,0.0359016283008303,0.00416316020544902,8.62364802916779,1.10233466103973e-17,0.0277419842362788,0.0440612723653801,Disabled Population,Health,Population with a disability,NY State
Housing_Vacancy_Rate,0.05216710578217,0.00339450083845873,15.3681228153287,4.19193830621951e-51,0.0455140063932996,0.058820205171039,Housing Vacancy,Land Use and Facility Siting,Housing vacancy rate,NY State
Industrial_Land_Use,0.0473632972608712,0.00314582412780918,15.055926630538,3.35788917675824e-49,0.0411975952686678,0.0535289992530736,Industrial Land,Land Use and Facility Siting,"Industrial, mining, and manufacturing",NY State
Inland_Flooding_Risk,0.0836327758634888,0.00461259900854773,18.1313779299928,2.55358420616378e-69,0.0745922479316108,0.0926733037953662,Inland Flooding,Climate Change Risks,Projected flood risk for inland areas,NY State
Internet_Access,0.0644492008758155,0.0045690110245297,14.1057223389934,1.31265983549587e-43,0.0554941038227712,0.0734042979288598,No Internet,Housing Mobility & Communications,Households without Internet access,NY State
LMI_80_AMI,0.136077075079244,0.00642187146027662,21.189629210265,3.97892179379218e-92,0.123490438303755,0.148663711854729,Low Household Income,Income,Population earning < 80% of area median income,NY State
LMI_Poverty_Federal,0.11059802248065,0.00589318242462776,18.767113337347,7.6670992965832e-74,0.0990475971740551,0.122148447787244,Poverty (below 100% FPL),Income,Poverty rate below 100% federal level,NY State
Landfills,0.0462816907726393,0.0235241480960418,1.96741197954057,0.0492407997538823,0.000175207737411776,0.0923881738078687,Landfills,Land Use and Facility Siting,Proximity to active landfills,NY State
Latino_Percent,0.106431930773973,0.00531620778367689,20.0202729285273,4.2491433227463e-83,0.0960123549836357,0.116851506564311,Latino/Hispanic,Race and Ethnicity,Hispanic and Latino population,NY State
Low_Birth_Weight,0.0504434639546704,0.00606493338092104,8.31723298286418,1.42698559061995e-16,0.0385564129594313,0.0623305149499085,Low Birth Weight,Health,Low birth weight births,NY State
Low_Vegetative_Cover,0.150322446598569,0.00711331008527375,21.1325592159651,1.11907830225969e-91,0.136380615020565,0.164264278176568,Green Space,Climate Change Risks,Low vegetative cover,NY State
MI_Hospitalization_Rate,0.03929174170043,0.00413955503925324,9.49177902645259,4.91519708322429e-21,0.0311783629114722,0.0474051204893874,Heart Disease,Health,Myocardial infarction hospitalizations,NY State
Mobile_Homes,0.059256890088659,0.00652092762770324,9.08718720277072,1.94885672442812e-19,0.0464761067925696,0.0720376733847488,Mobile Home,Housing Mobility & Communications,Manufactured and mobile homes,NY State
Native_Indigenous,0.0484635997468338,0.00261639591263257,18.5230375543855,4.31547333631607e-72,0.0433355579887765,0.0535916415048912,Indigenous Population,Race and Ethnicity,Native American or Indigenous population,NY State
Oil_Storage,0.0277020611680944,0.00639144427786872,4.33424120805007,1.51764912683649e-05,0.0151750605742781,0.0402290617619114,Oil Storage,Land Use and Facility Siting,Proximity to major oil storage facilities,NY State
Particulate_Matter_25,0.077823363740666,0.00635724024393925,12.2416899085826,1.50007560314375e-33,0.0653634018214768,0.0902833256598555,PM2.5,Potential Pollution,PM2.5 air concentration,NY State
Population_No_College,0.030324612848987,0.00570799689240916,5.31265405720779,1.17101650626162e-07,0.0191371445159982,0.0415120811819739,No Bachelor Degree,Income,Adults without Bachelor degree,NY State
Power_Generation_Facilities,0.0184247291601912,0.00460610092078502,4.00007066216237,6.50721566134762e-05,0.00939693724629668,0.027452521074086,Power Plants,Land Use and Facility Siting,Proximity to power generation facilities,NY State
Premature_Deaths,0.0476751442207301,0.00573199601087584,8.31737219116547,1.42535407242253e-16,0.036440638479889,0.0589096499615749,Premature Deaths,Health,Premature deaths,NY State
RMP_Sites,0.0573325583835274,0.00496547820772562,11.5462309942929,4.06016061927975e-30,0.0476003999303669,0.0670647168366874,RMP Sites,Land Use and Facility Siting,Proximity to risk management plan sites,NY State
Redlining_Updated,0.0542200688658064,0.00356924510509046,15.1909065556965,5.09318442273225e-50,0.047224477007835,0.0612156607237787,Redlining,Race and Ethnicity,Historical redlining,NY State
Remediation_Sites,0.036409632244886,0.00343236480580837,10.6077396503053,9.03917586882809e-26,0.0296823208436987,0.0431369436460723,Remediation Sites,Land Use and Facility Siting,Proximity to remediation sites,NY State
Rent_Percent_Income,0.0712922009947673,0.00395138134931271,18.0423489135433,1.07379487664431e-68,0.063547635860932,0.0790367661286031,Housing Costs,Housing Mobility & Communications,Rental housing cost burden,NY State
Renter_Percent,0.0861308415868916,0.0072642284480734,11.8568464913483,1.25152494348956e-31,0.0718932154531999,0.100368467720588,Renters,Housing Mobility & Communications,Rented housing units,NY State
Scrap_Metal_Processing,0.00762410275029696,0.00651888537698052,1.16954085083612,0.242291893943788,-0.00515267780792806,0.0204008833085247,Scrap Metal Processors,Land Use and Facility Siting,Proximity to scrap metal processing and vehicle dismantlers,NY State
Traffic_Number_Vehicles,0.0650183757497017,0.00605761047747738,10.7333371783221,2.47432351180892e-26,0.0531456773814733,0.076891074117928,Vehicle Traffic,Potential Pollution,Vehicle traffic density,NY State
Traffic_Truck_Highways,0.0701857491924047,0.00549785078666877,12.7660338404585,2.96330672080283e-36,0.0594101596581607,0.0809613387266488,Diesel Truck /Bus Traffic,Potential Pollution,Diesel trucks and bus traffic,NY State
Unemployment_Rate,0.0545288175452231,0.00348725842582867,15.6365863629007,9.11236613059978e-53,0.047693916625816,0.0613637184646306,Unemployment,Income,Unemployment rate,NY State
Wastewater_Discharge,0.0716824925799195,0.00307680824529775,23.2976795643574,2.71202137392649e-109,0.0656520592318009,0.0777129259280387,Wastewater Discharge,Potential Pollution,Proximity to wastewater discharge,NY State
